pathway_id	description	pval	cancer_group	gene_parsed_by
path:hsa04215	Apoptosis - multiple species - Homo sapiens (human)	0.844977864884175	Medullo	FOLH1
path:hsa04216	Ferroptosis - Homo sapiens (human)	0.81223087473503	Medullo	FOLH1
path:hsa04217	Necroptosis - Homo sapiens (human)	0.2758840385148612	Medullo	FOLH1
path:hsa04218	Cellular senescence - Homo sapiens (human)	0.10017378241283696	Medullo	FOLH1
path:hsa04260	Cardiac muscle contraction - Homo sapiens (human)	0.837184616967808	Medullo	FOLH1
path:hsa04261	Adrenergic signaling in cardiomyocytes - Homo sapiens (human)	0.9542841627743406	Medullo	FOLH1
path:hsa04270	Vascular smooth muscle contraction - Homo sapiens (human)	0.06265877959732441	Medullo	FOLH1
path:hsa04310	Wnt signaling pathway - Homo sapiens (human)	0.6878516261288544	Medullo	FOLH1
path:hsa04330	Notch signaling pathway - Homo sapiens (human)	0.35491006616082754	Medullo	FOLH1
path:hsa04340	Hedgehog signaling pathway - Homo sapiens (human)	0.5827927372396862	Medullo	FOLH1
path:hsa04350	TGF-beta signaling pathway - Homo sapiens (human)	0.5215918536241699	Medullo	FOLH1
path:hsa04360	Axon guidance - Homo sapiens (human)	0.62338384309337	Medullo	FOLH1
path:hsa04370	VEGF signaling pathway - Homo sapiens (human)	0.11404866238166643	Medullo	FOLH1
path:hsa04371	Apelin signaling pathway - Homo sapiens (human)	0.13381220419343226	Medullo	FOLH1
path:hsa04380	Osteoclast differentiation - Homo sapiens (human)	0.2116216547162525	Medullo	FOLH1
path:hsa04390	Hippo signaling pathway - Homo sapiens (human)	0.8775634567234059	Medullo	FOLH1
path:hsa04392	Hippo signaling pathway - multiple species - Homo sapiens (human)	0.8678720404718523	Medullo	FOLH1
path:hsa04510	Focal adhesion - Homo sapiens (human)	0.09637493674220005	Medullo	FOLH1
path:hsa04512	ECM-receptor interaction - Homo sapiens (human)	0.3590829769246201	Medullo	FOLH1
path:hsa04514	Cell adhesion molecules - Homo sapiens (human)	0.6262378263879549	Medullo	FOLH1
path:hsa04520	Adherens junction - Homo sapiens (human)	0.2051002548658201	Medullo	FOLH1
path:hsa04530	Tight junction - Homo sapiens (human)	0.4075774806216399	Medullo	FOLH1
path:hsa04540	Gap junction - Homo sapiens (human)	0.3502987414239933	Medullo	FOLH1
path:hsa04550	Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)	0.42561325565666086	Medullo	FOLH1
path:hsa04610	Complement and coagulation cascades - Homo sapiens (human)	0.23760566410515901	Medullo	FOLH1
path:hsa04611	Platelet activation - Homo sapiens (human)	0.01861069442265057	Medullo	FOLH1
path:hsa04612	Antigen processing and presentation - Homo sapiens (human)	0.746014159232266	Medullo	FOLH1
path:hsa04613	Neutrophil extracellular trap formation - Homo sapiens (human)	0.06301287633105043	Medullo	FOLH1
path:hsa04614	Renin-angiotensin system - Homo sapiens (human)	0.19226150493138683	Medullo	FOLH1
path:hsa04620	Toll-like receptor signaling pathway - Homo sapiens (human)	0.37410989688071405	Medullo	FOLH1
path:hsa04621	NOD-like receptor signaling pathway - Homo sapiens (human)	0.531182562086394	Medullo	FOLH1
path:hsa04622	RIG-I-like receptor signaling pathway - Homo sapiens (human)	0.09199329402974235	Medullo	FOLH1
path:hsa04623	Cytosolic DNA-sensing pathway - Homo sapiens (human)	0.5053480499564378	Medullo	FOLH1
path:hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)	0.23059045184224214	Medullo	FOLH1
path:hsa04630	JAK-STAT signaling pathway - Homo sapiens (human)	0.16361098052712228	Medullo	FOLH1
path:hsa04640	Hematopoietic cell lineage - Homo sapiens (human)	0.19896780576337447	Medullo	FOLH1
path:hsa04650	Natural killer cell mediated cytotoxicity - Homo sapiens (human)	0.06226303899568271	Medullo	FOLH1
path:hsa04657	IL-17 signaling pathway - Homo sapiens (human)	0.059099449161891894	Medullo	FOLH1
path:hsa04658	Th1 and Th2 cell differentiation - Homo sapiens (human)	0.46908022589813614	Medullo	FOLH1
path:hsa04659	Th17 cell differentiation - Homo sapiens (human)	0.476562598092483	Medullo	FOLH1
path:hsa04660	T cell receptor signaling pathway - Homo sapiens (human)	0.1564660739463599	Medullo	FOLH1
path:hsa04662	B cell receptor signaling pathway - Homo sapiens (human)	0.14367778500985579	Medullo	FOLH1
path:hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)	0.07358241745978103	Medullo	FOLH1
path:hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)	0.019917550157581305	Medullo	FOLH1
path:hsa04668	TNF signaling pathway - Homo sapiens (human)	0.06336952196964939	Medullo	FOLH1
path:hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)	0.1876337316766226	Medullo	FOLH1
path:hsa04672	Intestinal immune network for IgA production - Homo sapiens (human)	0.8634552780826714	Medullo	FOLH1
path:hsa04710	Circadian rhythm - Homo sapiens (human)	0.9488727251324724	Medullo	FOLH1
path:hsa04713	Circadian entrainment - Homo sapiens (human)	0.6116297990693296	Medullo	FOLH1
path:hsa04714	Thermogenesis - Homo sapiens (human)	0.7308145092482685	Medullo	FOLH1
path:hsa04720	Long-term potentiation - Homo sapiens (human)	0.552352870523112	Medullo	FOLH1
path:hsa04721	Synaptic vesicle cycle - Homo sapiens (human)	0.511665503210788	Medullo	FOLH1
path:hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)	0.5793739759514603	Medullo	FOLH1
path:hsa04723	Retrograde endocannabinoid signaling - Homo sapiens (human)	0.8301680867736094	Medullo	FOLH1
path:hsa04724	Glutamatergic synapse - Homo sapiens (human)	0.7214913146819983	Medullo	FOLH1
path:hsa04725	Cholinergic synapse - Homo sapiens (human)	0.7076503692528834	Medullo	FOLH1
path:hsa04726	Serotonergic synapse - Homo sapiens (human)	0.5967181713846342	Medullo	FOLH1
path:hsa04727	GABAergic synapse - Homo sapiens (human)	0.5564071107216774	Medullo	FOLH1
path:hsa04728	Dopaminergic synapse - Homo sapiens (human)	0.28857999532000256	Medullo	FOLH1
path:hsa04730	Long-term depression - Homo sapiens (human)	0.7511526347936863	Medullo	FOLH1
path:hsa04740	Olfactory transduction - Homo sapiens (human)	0.2029308870794887	Medullo	FOLH1
path:hsa04742	Taste transduction - Homo sapiens (human)	0.9188111266188395	Medullo	FOLH1
path:hsa04744	Phototransduction - Homo sapiens (human)	0.2333238699652246	Medullo	FOLH1
path:hsa04750	Inflammatory mediator regulation of TRP channels - Homo sapiens (human)	0.4218774040312986	Medullo	FOLH1
path:hsa04810	Regulation of actin cytoskeleton - Homo sapiens (human)	0.06343240970598651	Medullo	FOLH1
path:hsa04910	Insulin signaling pathway - Homo sapiens (human)	0.6337526571893741	Medullo	FOLH1
path:hsa04911	Insulin secretion - Homo sapiens (human)	0.6785786071246931	Medullo	FOLH1
path:hsa04912	GnRH signaling pathway - Homo sapiens (human)	0.5442694314221522	Medullo	FOLH1
path:hsa04913	Ovarian steroidogenesis - Homo sapiens (human)	0.7799432570671547	Medullo	FOLH1
path:hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)	0.38730184157752834	Medullo	FOLH1
path:hsa04915	Estrogen signaling pathway - Homo sapiens (human)	0.607971110891613	Medullo	FOLH1
path:hsa04916	Melanogenesis - Homo sapiens (human)	0.9488338579454166	Medullo	FOLH1
path:hsa04917	Prolactin signaling pathway - Homo sapiens (human)	0.7624097302238042	Medullo	FOLH1
path:hsa04918	Thyroid hormone synthesis - Homo sapiens (human)	0.10251230122862766	Medullo	FOLH1
path:hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)	0.22201586509522214	Medullo	FOLH1
path:hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)	0.9381286672226863	Medullo	FOLH1
path:hsa04921	Oxytocin signaling pathway - Homo sapiens (human)	0.29231251188647567	Medullo	FOLH1
path:hsa04922	Glucagon signaling pathway - Homo sapiens (human)	0.3242089240629874	Medullo	FOLH1
path:hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)	0.6787683494213811	Medullo	FOLH1
path:hsa04924	Renin secretion - Homo sapiens (human)	0.9605302801151885	Medullo	FOLH1
path:hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)	0.949592825643287	Medullo	FOLH1
path:hsa04926	Relaxin signaling pathway - Homo sapiens (human)	0.6265293287984861	Medullo	FOLH1
path:hsa04927	Cortisol synthesis and secretion - Homo sapiens (human)	0.37532188640140063	Medullo	FOLH1
path:hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)	0.9744507312997248	Medullo	FOLH1
path:hsa04929	GnRH secretion - Homo sapiens (human)	0.5917670483214432	Medullo	FOLH1
path:hsa04930	Type II diabetes mellitus - Homo sapiens (human)	0.901295796355396	Medullo	FOLH1
path:hsa04931	Insulin resistance - Homo sapiens (human)	0.9234447660211822	Medullo	FOLH1
path:hsa04932	Non-alcoholic fatty liver disease - Homo sapiens (human)	0.5462626026412346	Medullo	FOLH1
path:hsa04933	AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)	0.14067278354563206	Medullo	FOLH1
path:hsa04934	Cushing syndrome - Homo sapiens (human)	0.8145162895253611	Medullo	FOLH1
path:hsa04935	Growth hormone synthesis, secretion and action - Homo sapiens (human)	0.8327462024408901	Medullo	FOLH1
path:hsa04936	Alcoholic liver disease - Homo sapiens (human)	0.7789599775519768	Medullo	FOLH1
path:hsa04940	Type I diabetes mellitus - Homo sapiens (human)	0.7106183924615498	Medullo	FOLH1
path:hsa04950	Maturity onset diabetes of the young - Homo sapiens (human)	0.9560479872840364	Medullo	FOLH1
path:hsa04960	Aldosterone-regulated sodium reabsorption - Homo sapiens (human)	0.7286721806454489	Medullo	FOLH1
path:hsa04961	Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)	0.9680935861981627	Medullo	FOLH1
path:hsa04962	Vasopressin-regulated water reabsorption - Homo sapiens (human)	0.21132331081019193	Medullo	FOLH1
path:hsa04964	Proximal tubule bicarbonate reclamation - Homo sapiens (human)	0.806097736013965	Medullo	FOLH1
path:hsa04966	Collecting duct acid secretion - Homo sapiens (human)	0.6542203318917653	Medullo	FOLH1
path:hsa04970	Salivary secretion - Homo sapiens (human)	0.8278512728018157	Medullo	FOLH1
path:hsa04971	Gastric acid secretion - Homo sapiens (human)	0.9744425431433383	Medullo	FOLH1
path:hsa04972	Pancreatic secretion - Homo sapiens (human)	0.7254780841920483	Medullo	FOLH1
path:hsa04973	Carbohydrate digestion and absorption - Homo sapiens (human)	0.23321599329082493	Medullo	FOLH1
path:hsa04974	Protein digestion and absorption - Homo sapiens (human)	0.700886331791935	Medullo	FOLH1
path:hsa04975	Fat digestion and absorption - Homo sapiens (human)	0.3206114084890181	Medullo	FOLH1
path:hsa04976	Bile secretion - Homo sapiens (human)	0.977680775598974	Medullo	FOLH1
path:hsa04977	Vitamin digestion and absorption - Homo sapiens (human)	0.8982373626577669	Medullo	FOLH1
path:hsa04978	Mineral absorption - Homo sapiens (human)	0.4731050902153069	Medullo	FOLH1
path:hsa04979	Cholesterol metabolism - Homo sapiens (human)	0.6629954420980393	Medullo	FOLH1
path:hsa05010	Alzheimer disease - Homo sapiens (human)	0.62382631962221	Medullo	FOLH1
path:hsa05012	Parkinson disease - Homo sapiens (human)	0.694384801856279	Medullo	FOLH1
path:hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)	0.7089469606938894	Medullo	FOLH1
path:hsa05016	Huntington disease - Homo sapiens (human)	0.7001751795363498	Medullo	FOLH1
path:hsa05017	Spinocerebellar ataxia - Homo sapiens (human)	0.9957603154561887	Medullo	FOLH1
path:hsa05020	Prion disease - Homo sapiens (human)	0.40748146135112673	Medullo	FOLH1
path:hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	0.734707083326221	Medullo	FOLH1
path:hsa05030	Cocaine addiction - Homo sapiens (human)	0.23680932342877556	Medullo	FOLH1
path:hsa05031	Amphetamine addiction - Homo sapiens (human)	0.6236219313192364	Medullo	FOLH1
path:hsa05032	Morphine addiction - Homo sapiens (human)	0.8449375908250447	Medullo	FOLH1
path:hsa05033	Nicotine addiction - Homo sapiens (human)	0.7514862863602898	Medullo	FOLH1
path:hsa05034	Alcoholism - Homo sapiens (human)	0.5461207255721747	Medullo	FOLH1
path:hsa05100	Bacterial invasion of epithelial cells - Homo sapiens (human)	0.11098024406185973	Medullo	FOLH1
path:hsa05110	Vibrio cholerae infection - Homo sapiens (human)	0.7116134915931233	Medullo	FOLH1
path:hsa05120	Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	0.21720421059380252	Medullo	FOLH1
path:hsa05130	Pathogenic Escherichia coli infection - Homo sapiens (human)	0.08320409317533377	Medullo	FOLH1
path:hsa05131	Shigellosis - Homo sapiens (human)	0.20886762361114233	Medullo	FOLH1
path:hsa05132	Salmonella infection - Homo sapiens (human)	0.3266985307791036	Medullo	FOLH1
path:hsa05133	Pertussis - Homo sapiens (human)	0.6548043971197832	Medullo	FOLH1
path:hsa05134	Legionellosis - Homo sapiens (human)	0.09260418064549099	Medullo	FOLH1
path:hsa05135	Yersinia infection - Homo sapiens (human)	0.14937119466987753	Medullo	FOLH1
path:hsa05140	Leishmaniasis - Homo sapiens (human)	0.5225217216088989	Medullo	FOLH1
path:hsa05142	Chagas disease - Homo sapiens (human)	0.35364198926710855	Medullo	FOLH1
path:hsa05143	African trypanosomiasis - Homo sapiens (human)	0.10691308448465317	Medullo	FOLH1
path:hsa05144	Malaria - Homo sapiens (human)	0.10359525261332085	Medullo	FOLH1
path:hsa05145	Toxoplasmosis - Homo sapiens (human)	0.4488480967353903	Medullo	FOLH1
path:hsa05146	Amoebiasis - Homo sapiens (human)	0.3922991286275843	Medullo	FOLH1
path:hsa05150	Staphylococcus aureus infection - Homo sapiens (human)	0.682638542175946	Medullo	FOLH1
path:hsa05152	Tuberculosis - Homo sapiens (human)	0.5630832684153322	Medullo	FOLH1
path:hsa05160	Hepatitis C - Homo sapiens (human)	0.2755003607809412	Medullo	FOLH1
path:hsa05161	Hepatitis B - Homo sapiens (human)	0.3776245354227904	Medullo	FOLH1
path:hsa05162	Measles - Homo sapiens (human)	0.3339409990852713	Medullo	FOLH1
path:hsa05163	Human cytomegalovirus infection - Homo sapiens (human)	0.08770006425839445	Medullo	FOLH1
path:hsa05164	Influenza A - Homo sapiens (human)	0.385883249524676	Medullo	FOLH1
path:hsa05165	Human papillomavirus infection - Homo sapiens (human)	0.11422314924250332	Medullo	FOLH1
path:hsa05166	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	0.15404692395370326	Medullo	FOLH1
path:hsa05167	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	0.1552859193439182	Medullo	FOLH1
path:hsa05168	Herpes simplex virus 1 infection - Homo sapiens (human)	0.3391333615582002	Medullo	FOLH1
path:hsa05169	Epstein-Barr virus infection - Homo sapiens (human)	0.13923930166896947	Medullo	FOLH1
path:hsa05170	Human immunodeficiency virus 1 infection - Homo sapiens (human)	0.19987876986653683	Medullo	FOLH1
path:hsa05171	Coronavirus disease - COVID-19 - Homo sapiens (human)	0.9880434125039101	Medullo	FOLH1
path:hsa05200	Pathways in cancer - Homo sapiens (human)	0.11196724834984034	Medullo	FOLH1
path:hsa05202	Transcriptional misregulation in cancer - Homo sapiens (human)	0.16255801350638016	Medullo	FOLH1
path:hsa05203	Viral carcinogenesis - Homo sapiens (human)	0.20644902200235765	Medullo	FOLH1
path:hsa05204	Chemical carcinogenesis - DNA adducts - Homo sapiens (human)	0.13572546866687704	Medullo	FOLH1
path:hsa05205	Proteoglycans in cancer - Homo sapiens (human)	0.015915845488261506	Medullo	FOLH1
path:hsa05206	MicroRNAs in cancer - Homo sapiens (human)	0.0030424437807365667	Medullo	FOLH1
path:hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)	0.8693331851780768	Medullo	FOLH1
path:hsa05208	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)	0.6484356882769404	Medullo	FOLH1
path:hsa05210	Colorectal cancer - Homo sapiens (human)	0.1695229464513944	Medullo	FOLH1
path:hsa05211	Renal cell carcinoma - Homo sapiens (human)	0.25102973063788975	Medullo	FOLH1
path:hsa05212	Pancreatic cancer - Homo sapiens (human)	0.1926116688218784	Medullo	FOLH1
path:hsa05213	Endometrial cancer - Homo sapiens (human)	0.39510312388342694	Medullo	FOLH1
path:hsa05214	Glioma - Homo sapiens (human)	0.011380269071035632	Medullo	FOLH1
path:hsa05215	Prostate cancer - Homo sapiens (human)	0.25970606133065527	Medullo	FOLH1
path:hsa05216	Thyroid cancer - Homo sapiens (human)	0.09976934494379502	Medullo	FOLH1
path:hsa05217	Basal cell carcinoma - Homo sapiens (human)	0.9988952758577745	Medullo	FOLH1
path:hsa05218	Melanoma - Homo sapiens (human)	0.2655968233434062	Medullo	FOLH1
path:hsa05219	Bladder cancer - Homo sapiens (human)	0.0021262125817981255	Medullo	FOLH1
path:hsa05220	Chronic myeloid leukemia - Homo sapiens (human)	0.09042361748335923	Medullo	FOLH1
path:hsa05221	Acute myeloid leukemia - Homo sapiens (human)	0.058205705891858764	Medullo	FOLH1
path:hsa05222	Small cell lung cancer - Homo sapiens (human)	0.16381240886535808	Medullo	FOLH1
path:hsa05223	Non-small cell lung cancer - Homo sapiens (human)	0.2827891238285512	Medullo	FOLH1
path:hsa05224	Breast cancer - Homo sapiens (human)	0.101718891251304	Medullo	FOLH1
path:hsa05225	Hepatocellular carcinoma - Homo sapiens (human)	0.45201412506665706	Medullo	FOLH1
path:hsa05226	Gastric cancer - Homo sapiens (human)	0.16516548065265083	Medullo	FOLH1
path:hsa05230	Central carbon metabolism in cancer - Homo sapiens (human)	0.03683650455731429	Medullo	FOLH1
path:hsa05231	Choline metabolism in cancer - Homo sapiens (human)	0.2524075261946257	Medullo	FOLH1
path:hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)	0.21145804847487565	Medullo	FOLH1
path:hsa05310	Asthma - Homo sapiens (human)	0.8192171318508581	Medullo	FOLH1
path:hsa05320	Autoimmune thyroid disease - Homo sapiens (human)	0.7677166107091451	Medullo	FOLH1
path:hsa05321	Inflammatory bowel disease - Homo sapiens (human)	0.707855725411461	Medullo	FOLH1
path:hsa05322	Systemic lupus erythematosus - Homo sapiens (human)	0.8500293650211108	Medullo	FOLH1
path:hsa05323	Rheumatoid arthritis - Homo sapiens (human)	0.43969658460521	Medullo	FOLH1
path:hsa05330	Allograft rejection - Homo sapiens (human)	0.5764578592858235	Medullo	FOLH1
path:hsa05332	Graft-versus-host disease - Homo sapiens (human)	0.5846624068895714	Medullo	FOLH1
path:hsa05340	Primary immunodeficiency - Homo sapiens (human)	0.27836329448893155	Medullo	FOLH1
path:hsa05410	Hypertrophic cardiomyopathy - Homo sapiens (human)	0.4916060246827346	Medullo	FOLH1
path:hsa05412	Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)	0.5654829003530332	Medullo	FOLH1
path:hsa05414	Dilated cardiomyopathy - Homo sapiens (human)	0.48751426359987104	Medullo	FOLH1
path:hsa05415	Diabetic cardiomyopathy - Homo sapiens (human)	0.5278216366744539	Medullo	FOLH1
path:hsa05416	Viral myocarditis - Homo sapiens (human)	0.5640493338139447	Medullo	FOLH1
path:hsa05417	Lipid and atherosclerosis - Homo sapiens (human)	0.08704482188124005	Medullo	FOLH1
path:hsa05418	Fluid shear stress and atherosclerosis - Homo sapiens (human)	0.12244982286805346	Medullo	FOLH1
path:hsa00010	Glycolysis / Gluconeogenesis - Homo sapiens (human)	0.3695301134592669	EPN	FOLH1
path:hsa00020	Citrate cycle (TCA cycle) - Homo sapiens (human)	0.6229549947845578	EPN	FOLH1
path:hsa00030	Pentose phosphate pathway - Homo sapiens (human)	0.5016494020024416	EPN	FOLH1
path:hsa00040	Pentose and glucuronate interconversions - Homo sapiens (human)	0.9027219159808946	EPN	FOLH1
path:hsa00051	Fructose and mannose metabolism - Homo sapiens (human)	0.4338303179286055	EPN	FOLH1
path:hsa00052	Galactose metabolism - Homo sapiens (human)	0.9591364589116396	EPN	FOLH1
path:hsa00053	Ascorbate and aldarate metabolism - Homo sapiens (human)	0.005054430230714825	EPN	FOLH1
path:hsa00061	Fatty acid biosynthesis - Homo sapiens (human)	0.45579198151572586	EPN	FOLH1
path:hsa00062	Fatty acid elongation - Homo sapiens (human)	0.5427057582079104	EPN	FOLH1
path:hsa00071	Fatty acid degradation - Homo sapiens (human)	9.657236220045174e-4	EPN	FOLH1
path:hsa00100	Steroid biosynthesis - Homo sapiens (human)	2.8916462441241242e-6	EPN	FOLH1
path:hsa00120	Primary bile acid biosynthesis - Homo sapiens (human)	0.001542677215429928	EPN	FOLH1
path:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	0.8118896453440635	EPN	FOLH1
path:hsa00140	Steroid hormone biosynthesis - Homo sapiens (human)	0.005017322707754892	EPN	FOLH1
path:hsa00190	Oxidative phosphorylation - Homo sapiens (human)	0.3252811025962472	EPN	FOLH1
path:hsa00220	Arginine biosynthesis - Homo sapiens (human)	3.0468415878466033e-4	EPN	FOLH1
path:hsa00230	Purine metabolism - Homo sapiens (human)	0.3710726379210607	EPN	FOLH1
path:hsa00232	Caffeine metabolism - Homo sapiens (human)	0.23630126660323775	EPN	FOLH1
path:hsa00240	Pyrimidine metabolism - Homo sapiens (human)	1.5000830400743596e-5	EPN	FOLH1
path:hsa00250	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	0.27063908461259145	EPN	FOLH1
path:hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)	0.02206098109698922	EPN	FOLH1
path:hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)	0.14274337650748273	EPN	FOLH1
path:hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)	0.07435611552805858	EPN	FOLH1
path:hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)	0.37502030614424864	EPN	FOLH1
path:hsa00310	Lysine degradation - Homo sapiens (human)	0.7590328903699355	EPN	FOLH1
path:hsa00330	Arginine and proline metabolism - Homo sapiens (human)	0.0010503365160506567	EPN	FOLH1
path:hsa00340	Histidine metabolism - Homo sapiens (human)	3.1317187958679895e-6	EPN	FOLH1
path:hsa00350	Tyrosine metabolism - Homo sapiens (human)	7.133299359616868e-4	EPN	FOLH1
path:hsa00360	Phenylalanine metabolism - Homo sapiens (human)	0.0027545268733382825	EPN	FOLH1
path:hsa00380	Tryptophan metabolism - Homo sapiens (human)	0.018575230213393235	EPN	FOLH1
path:hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)	5.570267663873817e-4	EPN	FOLH1
path:hsa00410	beta-Alanine metabolism - Homo sapiens (human)	1.3567814853233607e-6	EPN	FOLH1
path:hsa00430	Taurine and hypotaurine metabolism - Homo sapiens (human)	0.5405937232626926	EPN	FOLH1
path:hsa00440	Phosphonate and phosphinate metabolism - Homo sapiens (human)	0.13595599174426032	EPN	FOLH1
path:hsa00450	Selenocompound metabolism - Homo sapiens (human)	0.056977708137211945	EPN	FOLH1
path:hsa00470	D-Amino acid metabolism - Homo sapiens (human)	0.9223554813232326	EPN	FOLH1
path:hsa00480	Glutathione metabolism - Homo sapiens (human)	0.6940205353812438	EPN	FOLH1
path:hsa00500	Starch and sucrose metabolism - Homo sapiens (human)	0.12480200639918274	EPN	FOLH1
path:hsa00510	N-Glycan biosynthesis - Homo sapiens (human)	0.0027375048793496595	EPN	FOLH1
path:hsa00511	Other glycan degradation - Homo sapiens (human)	0.007502277243937952	EPN	FOLH1
path:hsa00512	Mucin type O-glycan biosynthesis - Homo sapiens (human)	0.6033578202130546	EPN	FOLH1
path:hsa00513	Various types of N-glycan biosynthesis - Homo sapiens (human)	0.0011037685624654162	EPN	FOLH1
path:hsa00514	Other types of O-glycan biosynthesis - Homo sapiens (human)	0.0165290983199527	EPN	FOLH1
path:hsa00515	Mannose type O-glycan biosynthesis - Homo sapiens (human)	0.1942697436891442	EPN	FOLH1
path:hsa00520	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	2.765313327566126e-4	EPN	FOLH1
path:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)	0.32896098152769515	EPN	FOLH1
path:hsa00531	Glycosaminoglycan degradation - Homo sapiens (human)	0.7618171783833709	EPN	FOLH1
path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)	0.8365700415432923	EPN	FOLH1
path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)	0.6270435886674962	EPN	FOLH1
path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)	0.2058825265088984	EPN	FOLH1
path:hsa00561	Glycerolipid metabolism - Homo sapiens (human)	0.06851609399771519	EPN	FOLH1
path:hsa00562	Inositol phosphate metabolism - Homo sapiens (human)	0.07606114278759289	EPN	FOLH1
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)	0.5636948738672033	EPN	FOLH1
path:hsa00564	Glycerophospholipid metabolism - Homo sapiens (human)	0.0063348502664317295	EPN	FOLH1
path:hsa00565	Ether lipid metabolism - Homo sapiens (human)	0.022496133349076252	EPN	FOLH1
path:hsa00590	Arachidonic acid metabolism - Homo sapiens (human)	0.0011641430068107296	EPN	FOLH1
path:hsa00591	Linoleic acid metabolism - Homo sapiens (human)	0.0024643858709039244	EPN	FOLH1
path:hsa00592	alpha-Linolenic acid metabolism - Homo sapiens (human)	1.6624146658075105e-4	EPN	FOLH1
path:hsa00600	Sphingolipid metabolism - Homo sapiens (human)	0.830413740113719	EPN	FOLH1
path:hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human)	0.25203327379931456	EPN	FOLH1
path:hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)	0.5350188899526551	EPN	FOLH1
path:hsa00604	Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)	0.22075494487734335	EPN	FOLH1
path:hsa00620	Pyruvate metabolism - Homo sapiens (human)	0.0953840193663595	EPN	FOLH1
path:hsa00630	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	0.16747360180718218	EPN	FOLH1
path:hsa00640	Propanoate metabolism - Homo sapiens (human)	0.2745688582801708	EPN	FOLH1
path:hsa00650	Butanoate metabolism - Homo sapiens (human)	0.0010713104381919324	EPN	FOLH1
path:hsa00670	One carbon pool by folate - Homo sapiens (human)	0.007287256673139094	EPN	FOLH1
path:hsa00730	Thiamine metabolism - Homo sapiens (human)	0.5567426580025623	EPN	FOLH1
path:hsa00740	Riboflavin metabolism - Homo sapiens (human)	0.007135167231496563	EPN	FOLH1
path:hsa00750	Vitamin B6 metabolism - Homo sapiens (human)	0.8091688008803714	EPN	FOLH1
path:hsa00760	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	0.19308566220779347	EPN	FOLH1
path:hsa00770	Pantothenate and CoA biosynthesis - Homo sapiens (human)	0.9025742518697812	EPN	FOLH1
path:hsa00780	Biotin metabolism - Homo sapiens (human)	0.5697902687760754	EPN	FOLH1
path:hsa00785	Lipoic acid metabolism - Homo sapiens (human)	0.19591024400836712	EPN	FOLH1
path:hsa00790	Folate biosynthesis - Homo sapiens (human)	0.13633393666841834	EPN	FOLH1
path:hsa00830	Retinol metabolism - Homo sapiens (human)	0.0014815168470009323	EPN	FOLH1
path:hsa00860	Porphyrin and chlorophyll metabolism - Homo sapiens (human)	0.14027230572476035	EPN	FOLH1
path:hsa00900	Terpenoid backbone biosynthesis - Homo sapiens (human)	0.015062808270124456	EPN	FOLH1
