"Module"	"Gene1"	"Gene2"
"M2"	"EDARADD"	"TNS4"
"M2"	"EDARADD"	"SNRNP70"
"M2"	"EDARADD"	"RNMTL1"
"M2"	"EDARADD"	"IL20"
"M2"	"EDARADD"	"SVIP"
"M2"	"EDARADD"	"FASTKD3"
"M2"	"EDARADD"	"CLDN3"
"M2"	"EDARADD"	"CRYBB2"
"M2"	"EDARADD"	"PIK3R5"
"M2"	"EDARADD"	"ZNF384"
"M2"	"EDARADD"	"RPL21"
"M2"	"EDARADD"	"TTLL6"
"M2"	"EDARADD"	"RAD23B"
"M2"	"EDARADD"	"TNKS"
"M2"	"EDARADD"	"BCAM"
"M2"	"EDARADD"	"OPRM1"
"M2"	"EDARADD"	"TACO1"
"M2"	"NR2C2AP"	"OLIG2"
"M2"	"NR2C2AP"	"NKX2-2"
"M2"	"NR2C2AP"	"HS3ST1"
"M2"	"ZNHIT3"	"RIMS4"
"M2"	"ZNHIT3"	"C1orf94"
"M2"	"ZNHIT3"	"SLC8A3"
"M2"	"LSM10"	"KCNIP1"
"M2"	"CALB1"	"SLAIN2"
"M2"	"CALB1"	"RIMS4"
"M2"	"CALB1"	"RAB5B"
"M2"	"CALB1"	"PTP4A1"
"M2"	"CALB1"	"ERI3"
"M2"	"CALB1"	"DDX58"
"M2"	"CALB1"	"FBN1"
"M2"	"CALB1"	"CSRP3"
"M2"	"CALB1"	"SDCCAG8"
"M2"	"CALB1"	"FBLIM1"
"M2"	"CALB1"	"WDR36"
"M2"	"CALB1"	"SPTLC2"
"M2"	"CALB1"	"SLC11A2"
"M2"	"CALB1"	"MAP3K2"
"M2"	"CALB1"	"IFIT5"
"M2"	"CALB1"	"MAFB"
"M2"	"CALB1"	"TNKS2"
"M2"	"CALB1"	"FCN2"
"M2"	"CALB1"	"PSMD3"
"M2"	"CALB1"	"DEF6"
"M2"	"CALB1"	"PPP1R9B"
"M2"	"CALB1"	"PTPRK"
"M2"	"CALB1"	"EDAR"
"M2"	"CALB1"	"DCAF17"
"M2"	"CALB1"	"RAB13"
"M2"	"CALB1"	"PTPN3"
"M2"	"CALB1"	"MAPKAP1"
"M2"	"CALB1"	"TIMM17A"
"M2"	"CALB1"	"DKC1"
"M2"	"CALB1"	"WIPF1"
"M2"	"CALB1"	"OSTC"
"M2"	"CALB1"	"PCDH7"
"M2"	"CALB1"	"AMPD2"
"M2"	"CALB1"	"UHRF1BP1"
"M2"	"CALB1"	"ZNF528"
"M2"	"CALB1"	"WWP2"
"M2"	"CALB1"	"KCNC2"
"M2"	"CALB1"	"SMCP"
"M2"	"CALB1"	"GLIPR2"
"M2"	"CALB1"	"MNAT1"
"M2"	"CALB1"	"DNAJC21"
"M2"	"CALB1"	"RASGRP3"
"M2"	"CALB1"	"FARP2"
"M2"	"CALB1"	"ZNF33B"
"M2"	"CALB1"	"GTF2H3"
"M2"	"CALB1"	"TCEA3"
"M2"	"CALB1"	"MYLK"
"M2"	"CALB1"	"LNPEP"
"M2"	"CALB1"	"ING3"
"M2"	"CALB1"	"ROS1"
"M2"	"CALB1"	"SNX10"
"M2"	"CALB1"	"HIST2H4A"
"M2"	"CALB1"	"ATP6AP1"
"M2"	"CALB1"	"SIMC1"
"M2"	"CALB1"	"ANXA5"
"M2"	"CALB1"	"IPO4"
"M2"	"CALB1"	"SATB1"
"M2"	"CALB1"	"CACNA1H"
"M2"	"CALB1"	"KNOP1"
"M2"	"CALB1"	"PCDHB7"
"M2"	"CALB1"	"WDR53"
"M2"	"CALB1"	"C11orf54"
"M2"	"CALB1"	"CPSF1"
"M2"	"CALB1"	"OPA1"
"M2"	"CALB1"	"ANXA2"
"M2"	"CALB1"	"OSM"
"M2"	"CALB1"	"RPS6KA3"
"M2"	"CALB1"	"INTS3"
"M2"	"CALB1"	"KCNJ11"
"M2"	"CALB1"	"THPO"
"M2"	"CALB1"	"KRT2"
"M2"	"CALB1"	"BMI1"
"M2"	"CALB1"	"ATP6V1C1"
"M2"	"CALB1"	"ATP2B2"
"M2"	"CALB1"	"SLC2A5"
"M2"	"CALB1"	"RBKS"
"M2"	"CALB1"	"TMEM216"
"M2"	"CALB1"	"UTS2"
"M2"	"CALB1"	"NR5A1"
"M2"	"CALB1"	"YLPM1"
"M2"	"CALB1"	"TF"
"M2"	"CALB1"	"TRAIP"
"M2"	"CALB1"	"AHNAK2"
"M2"	"CALB1"	"TAF1B"
"M2"	"CALB1"	"ZNHIT2"
"M2"	"CALB1"	"SPTLC1"
"M2"	"CALB1"	"ASXL2"
"M2"	"CALB1"	"SPATC1"
"M2"	"RNF111"	"FAM19A5"
"M2"	"PSD3"	"COL20A1"
"M2"	"TAF12"	"SLITRK4"
"M2"	"ATP13A1"	"APOD"
"M2"	"ATP13A1"	"C1orf94"
"M2"	"RNF128"	"GNG7"
"M2"	"RNF128"	"FUBP1"
"M2"	"RNF128"	"FOLR3"
"M2"	"RNF128"	"PTP4A1"
"M2"	"RNF128"	"RGL2"
"M2"	"RNF128"	"SMARCE1"
"M2"	"RNF128"	"DCBLD1"
"M2"	"RNF128"	"NFATC1"
"M2"	"RNF128"	"PICK1"
"M2"	"RNF128"	"CFHR5"
"M2"	"RNF128"	"ECE1"
"M2"	"RNF128"	"DCTN2"
"M2"	"RNF128"	"EPHA8"
"M2"	"RNF128"	"EGFL7"
"M2"	"RNF128"	"MBD5"
"M2"	"RNF128"	"HCN2"
"M2"	"RNF128"	"NTN4"
"M2"	"RNF128"	"FNDC5"
"M2"	"RNF128"	"CCDC181"
"M2"	"RNF128"	"TRIP12"
"M2"	"RNF128"	"RAB3IL1"
"M2"	"RNF128"	"ANAPC13"
"M2"	"RNF128"	"MOSPD2"
"M2"	"RNF128"	"COX6A2"
"M2"	"RNF128"	"HOXA3"
"M2"	"RNF128"	"C1QTNF9"
"M2"	"RNF128"	"C6orf25"
"M2"	"RNF128"	"REXO4"
"M2"	"RNF128"	"FEZ2"
"M2"	"RNF128"	"ATAD1"
"M2"	"RNF128"	"NOP56"
"M2"	"KIAA0907"	"THBS4"
"M2"	"CUL7"	"SGCD"
"M2"	"CUL7"	"BRINP3"
"M2"	"CUL7"	"MDFI"
"M2"	"DR1"	"CADM3"
"M2"	"DR1"	"MDFI"
"M2"	"DR1"	"IRX1"
"M2"	"DR1"	"ZNF488"
"M2"	"TOP3A"	"ELFN1"
"M2"	"GTF2B"	"CDH1"
"M2"	"GTF2B"	"KCNA5"
"M2"	"GTF2B"	"CNTN1"
"M2"	"COMMD1"	"NXPH1"
"M2"	"COMMD1"	"NUTM2A"
"M2"	"COMMD1"	"SLC8A3"
"M2"	"COMMD1"	"BMP8B"
"M2"	"BCAR3"	"GFRA1"
"M2"	"BCAR3"	"THBS4"
"M2"	"MB"	"RIMS4"
"M2"	"MB"	"BCAN"
"M2"	"SEC61B"	"PCDH11X"
"M2"	"SEC61B"	"SORCS3"
"M2"	"SEC61B"	"DNER"
"M2"	"RAB4A"	"SLITRK4"
"M2"	"ZMYM3"	"CADM3"
"M2"	"DLC1"	"SLITRK4"
"M2"	"DLC1"	"STC2"
"M2"	"DLC1"	"SMOC1"
"M2"	"DLC1"	"NAP1L2"
"M2"	"DNAJA3"	"AQP5"
"M2"	"PBK"	"SCN5A"
"M2"	"PBK"	"CLGN"
"M2"	"PBK"	"SLITRK4"
"M2"	"PBK"	"NAP1L2"
"M2"	"PBK"	"BMP8B"
"M2"	"NES"	"PCDH20"
"M2"	"EBP"	"COL20A1"
"M2"	"MAP1LC3A"	"HES6"
"M2"	"MAP1LC3A"	"SGCD"
"M2"	"RLBP1"	"ABCE1"
"M2"	"RLBP1"	"SYTL4"
"M2"	"RLBP1"	"PPAP2B"
"M2"	"RLBP1"	"MYO16"
"M2"	"RLBP1"	"KIFC1"
"M2"	"RLBP1"	"FCER1A"
"M2"	"RLBP1"	"USP33"
"M2"	"RLBP1"	"AGRN"
"M2"	"RLBP1"	"NEIL1"
"M2"	"RLBP1"	"KDM3A"
"M2"	"RLBP1"	"SLC1A1"
"M2"	"RLBP1"	"BHLHB9"
"M2"	"RLBP1"	"KLHDC9"
"M2"	"RLBP1"	"APBB1IP"
"M2"	"RLBP1"	"CTBS"
"M2"	"RLBP1"	"MPPED1"
"M2"	"RLBP1"	"CASP8"
"M2"	"RLBP1"	"CHCHD4"
"M2"	"RLBP1"	"RAB5B"
"M2"	"RLBP1"	"PTP4A1"
"M2"	"RLBP1"	"TGFBRAP1"
"M2"	"RLBP1"	"PRKAB2"
"M2"	"RLBP1"	"RINT1"
"M2"	"RLBP1"	"FBN1"
"M2"	"RLBP1"	"EPHA7"
"M2"	"RLBP1"	"BCAP29"
"M2"	"RLBP1"	"ITGB3"
"M2"	"RLBP1"	"CSRP3"
"M2"	"RLBP1"	"CRYAA"
"M2"	"RLBP1"	"GPR12"
"M2"	"RLBP1"	"COA1"
"M2"	"RLBP1"	"LARP1"
"M2"	"RLBP1"	"CENPJ"
"M2"	"RLBP1"	"NCK1"
"M2"	"RLBP1"	"UBE2L6"
"M2"	"RLBP1"	"CNTFR"
"M2"	"RLBP1"	"PPP1R1B"
"M2"	"RLBP1"	"TEP1"
"M2"	"RLBP1"	"TAPBP"
"M2"	"RLBP1"	"PPL"
"M2"	"RLBP1"	"PLG"
"M2"	"RLBP1"	"MPZL1"
"M2"	"RLBP1"	"NMT2"
"M2"	"RLBP1"	"GZMM"
"M2"	"RLBP1"	"RPL36AL"
"M2"	"RLBP1"	"PROP1"
"M2"	"RLBP1"	"PIAS4"
"M2"	"RLBP1"	"PRTN3"
"M2"	"RLBP1"	"NAT10"
"M2"	"RLBP1"	"E2F4"
"M2"	"RLBP1"	"MTHFD2"
"M2"	"RLBP1"	"TARBP2"
"M2"	"RLBP1"	"WDR26"
"M2"	"RLBP1"	"LRRK2"
"M2"	"RLBP1"	"ALCAM"
"M2"	"RLBP1"	"DGCR14"
"M2"	"RLBP1"	"IL1RAP"
"M2"	"RLBP1"	"MMACHC"
"M2"	"RLBP1"	"BAIAP2L1"
"M2"	"RLBP1"	"XPNPEP3"
"M2"	"RLBP1"	"GABARAP"
"M2"	"RLBP1"	"CXCL5"
"M2"	"RLBP1"	"SEMA3A"
"M2"	"RLBP1"	"NXPH1"
"M2"	"RLBP1"	"HIST2H4A"
"M2"	"RLBP1"	"TRIP12"
"M2"	"RLBP1"	"HAX1"
"M2"	"RLBP1"	"RPAP1"
"M2"	"RLBP1"	"POTEE"
"M2"	"RLBP1"	"DCUN1D5"
"M2"	"RLBP1"	"PSEN1"
"M2"	"RLBP1"	"OR8H2"
"M2"	"RLBP1"	"AFAP1L2"
"M2"	"RLBP1"	"INCA1"
"M2"	"RLBP1"	"KIAA0226L"
"M2"	"RLBP1"	"PHLDB1"
"M2"	"RLBP1"	"KAZN"
"M2"	"RLBP1"	"SYT8"
"M2"	"RLBP1"	"ACP2"
"M2"	"RLBP1"	"PAX8"
"M2"	"RLBP1"	"ANXA5"
"M2"	"RLBP1"	"CENPN"
"M2"	"RLBP1"	"SYNGR3"
"M2"	"RLBP1"	"MFSD5"
"M2"	"RLBP1"	"ATPAF2"
"M2"	"RLBP1"	"CDH7"
"M2"	"RLBP1"	"WDFY1"
"M2"	"RLBP1"	"GABPB1"
"M2"	"RLBP1"	"WSB1"
"M2"	"RLBP1"	"MAST2"
"M2"	"RLBP1"	"IPO4"
"M2"	"RLBP1"	"MAP3K11"
"M2"	"RLBP1"	"TXNL4A"
"M2"	"RLBP1"	"APOBEC3F"
"M2"	"RLBP1"	"LPO"
"M2"	"RLBP1"	"CDIPT"
"M2"	"RLBP1"	"SNAPC2"
"M2"	"RLBP1"	"RPS15"
"M2"	"RLBP1"	"CNOT11"
"M2"	"RLBP1"	"ANK3"
"M2"	"RLBP1"	"PNISR"
"M2"	"RLBP1"	"SNX17"
"M2"	"RLBP1"	"PC"
"M2"	"RLBP1"	"MED4"
"M2"	"RLBP1"	"IFT27"
"M2"	"RLBP1"	"ARHGAP6"
"M2"	"RLBP1"	"NDUFA4"
"M2"	"RLBP1"	"RAB1A"
"M2"	"SCN5A"	"DPF1"
"M2"	"SCN5A"	"PCGF5"
"M2"	"SCN5A"	"CUTA"
"M2"	"SCN5A"	"HIST1H1E"
"M2"	"SCN5A"	"TMEM246"
"M2"	"SCN5A"	"LHPP"
"M2"	"SCN5A"	"BCAR1"
"M2"	"SCN5A"	"ZNF175"
"M2"	"SCN5A"	"PCDHA11"
"M2"	"SCN5A"	"TCTEX1D2"
"M2"	"SCN5A"	"YTHDF3"
"M2"	"SCN5A"	"GAST"
"M2"	"SCN5A"	"FARSB"
"M2"	"SCN5A"	"MTUS1"
"M2"	"SCN5A"	"EGFLAM"
"M2"	"SCN5A"	"MICALCL"
"M2"	"SCN5A"	"CRHR2"
"M2"	"SCN5A"	"INTS3"
"M2"	"SCN5A"	"ITGB4"
"M2"	"SCN5A"	"MTTP"
"M2"	"SCN5A"	"RWDD2B"
"M2"	"SCN5A"	"ASIC1"
"M2"	"SCN5A"	"USP5"
"M2"	"SCN5A"	"THAP4"
"M2"	"SCN5A"	"GPX1"
"M2"	"SCN5A"	"EFNB1"
"M2"	"SCN5A"	"EXOSC9"
"M2"	"RAB3GAP2"	"GLP1R"
"M2"	"RAB3GAP2"	"ERBB3"
"M2"	"SNRNP27"	"CDH1"
"M2"	"SNRNP27"	"SOX3"
"M2"	"SNRNP27"	"SORCS3"
"M2"	"SNRNP27"	"MDFI"
"M2"	"SNRNP27"	"HRASLS"
"M2"	"SNRNP27"	"THBS4"
"M2"	"APOA4"	"GLP1R"
"M2"	"REV1"	"SGCD"
"M2"	"REV1"	"BRINP3"
"M2"	"REV1"	"MDFI"
"M2"	"REV1"	"CCDC158"
"M2"	"HNRNPL"	"CNTN1"
"M2"	"RXRB"	"CDH1"
"M2"	"RXRB"	"HS3ST1"
"M2"	"DHX9"	"SLITRK4"
"M2"	"CSNK1D"	"HRASLS"
"M2"	"FBXO30"	"PAX3"
"M2"	"FBXO30"	"CLGN"
"M2"	"TRHDE"	"CLGN"
"M2"	"TRHDE"	"OLIG2"
"M2"	"TRHDE"	"CNTN1"
"M2"	"CARD9"	"FGF12"
"M2"	"PPP1R37"	"SLIT2"
"M2"	"PPP1R37"	"SORCS3"
"M2"	"KPNA2"	"SLITRK4"
"M2"	"KPNA2"	"GNAL"
"M2"	"KPNA2"	"NAP1L2"
"M2"	"NRAP"	"RIMS4"
"M2"	"NRAP"	"SGCD"
"M2"	"RPL23A"	"OMG"
"M2"	"RPL23A"	"PAX3"
"M2"	"RPL23A"	"IL5RA"
"M2"	"RPL23A"	"SCN7A"
"M2"	"RPL23A"	"SMOC1"
"M2"	"ANP32B"	"GLP1R"
"M2"	"ANP32B"	"LRRN2"
"M2"	"ANP32B"	"CSMD3"
"M2"	"ZFP91"	"RIMS4"
"M2"	"ZFP91"	"OSR1"
"M2"	"ZFP91"	"CNTN1"
"M2"	"ZFP91"	"ELFN1"
"M2"	"ZFP91"	"HRASLS"
"M2"	"ZFP91"	"NPY5R"
"M2"	"ZFP91"	"TENM2"
"M2"	"EXOC8"	"CNTN1"
"M2"	"POLN"	"CSMD3"
"M2"	"SERPINA12"	"KLHL32"
"M2"	"SERPINA12"	"C1orf94"
"M2"	"SERPINA12"	"ARC"
"M2"	"SERPINA12"	"PTH2R"
"M2"	"CD163"	"VAT1L"
"M2"	"HOMER1"	"THBS4"
"M2"	"GPN1"	"RIMS4"
"M2"	"GPN1"	"BCAN"
"M2"	"HOPX"	"APOD"
"M2"	"FLT4"	"BCAN"
"M2"	"RUNX2"	"C1orf94"
"M2"	"USP22"	"FAM19A5"
"M2"	"BBS2"	"FGF12"
"M2"	"BBS2"	"COL20A1"
"M2"	"ACPP"	"SGCD"
"M2"	"SENP8"	"SLITRK4"
"M2"	"PLRG1"	"CNTN1"
"M2"	"PLRG1"	"SLITRK4"
"M2"	"CTGF"	"BCAN"
"M2"	"DOCK4"	"OMG"
"M2"	"DOCK4"	"GALNT13"
"M2"	"DOCK4"	"DCAF12L2"
"M2"	"CD59"	"ARHGEF5"
"M2"	"CD59"	"FGFBP2"
"M2"	"CD59"	"THBS4"
"M2"	"CD59"	"CXorf57"
"M2"	"HOXD12"	"SGCD"
"M2"	"HOXD12"	"TMEM132C"
"M2"	"LSAMP"	"SOX3"
"M2"	"LSAMP"	"FAM184B"
"M2"	"LSAMP"	"PTPRT"
"M2"	"F8A1"	"FZD9"
"M2"	"ABCE1"	"GNAL"
"M2"	"ABCE1"	"NAP1L2"
"M2"	"ZFR"	"DACT2"
"M2"	"ZFR"	"CNTN1"
"M2"	"ZFR"	"HRASLS"
"M2"	"ZFR"	"MUM1L1"
"M2"	"CDC25B"	"SLITRK4"
"M2"	"CDH1"	"RBM11"
"M2"	"CDH1"	"LDB1"
"M2"	"CDH1"	"RCBTB2"
"M2"	"CDH1"	"KDM3A"
"M2"	"CDH1"	"JKAMP"
"M2"	"CDH1"	"NAA16"
"M2"	"CDH1"	"PTPRC"
"M2"	"CDH1"	"RFXAP"
"M2"	"CDH1"	"RCAN3"
"M2"	"CDH1"	"HERPUD2"
"M2"	"CDH1"	"BCL2L11"
"M2"	"CDH1"	"HOXA9"
"M2"	"CDH1"	"CCHCR1"
"M2"	"CDH1"	"MOGAT3"
"M2"	"CDH1"	"CARD11"
"M2"	"CDH1"	"SMIM14"
"M2"	"CDH1"	"ACTR2"
"M2"	"CDH1"	"ACRBP"
"M2"	"CDH1"	"SOBP"
"M2"	"CDH1"	"KCTD7"
"M2"	"CDH1"	"OTUD6A"
"M2"	"CDH1"	"AGTRAP"
"M2"	"CDH1"	"ASB16"
"M2"	"CDH1"	"ITGAM"
"M2"	"CDH1"	"TPO"
"M2"	"CDH1"	"ABCA6"
"M2"	"CDH1"	"ADAM2"
"M2"	"CDH1"	"NUP50"
"M2"	"CDH1"	"DAB2IP"
"M2"	"CDH1"	"CCDC14"
"M2"	"CDH1"	"NDRG2"
"M2"	"CDH1"	"SLC4A8"
"M2"	"CDH1"	"FFAR3"
"M2"	"CDH1"	"CAV1"
"M2"	"CDH1"	"ACOT13"
"M2"	"CDH1"	"MTMR14"
"M2"	"CDH1"	"ARMCX2"
"M2"	"CDH1"	"EPS8L2"
"M2"	"CDH1"	"CSNK1G3"
"M2"	"CDH1"	"MYH10"
"M2"	"CDH1"	"XYLT1"
"M2"	"CDH1"	"SLC7A5"
"M2"	"CDH1"	"TENC1"
"M2"	"CDH1"	"FXYD1"
"M2"	"CDH1"	"TRIM16L"
"M2"	"CDH1"	"PRKD3"
"M2"	"CDH1"	"SAMD4A"
"M2"	"CDH1"	"VRK3"
"M2"	"CDH1"	"CERS1"
"M2"	"CDH1"	"NPL"
"M2"	"CDH1"	"LRRIQ3"
"M2"	"CDH1"	"HIST1H3D"
"M2"	"CDH1"	"ADH1A"
"M2"	"CDH1"	"P2RY12"
"M2"	"CDH1"	"L3MBTL3"
"M2"	"CDH1"	"OGDHL"
"M2"	"CDH1"	"TJP1"
"M2"	"CDH1"	"COPS7A"
"M2"	"CDH1"	"NR5A2"
"M2"	"CDH1"	"ZSCAN22"
"M2"	"CDH1"	"HIRIP3"
"M2"	"CDH1"	"TSPAN6"
"M2"	"CDH1"	"STOX1"
"M2"	"CDH1"	"TPM3"
"M2"	"CDH1"	"UACA"
"M2"	"CDH1"	"TOMM7"
"M2"	"CDH1"	"ITIH4"
"M2"	"CDH1"	"UBE2D1"
"M2"	"CDH1"	"TRAPPC1"
"M2"	"CDH1"	"HDAC1"
"M2"	"CDH1"	"ATP6V0C"
"M2"	"CDH1"	"HUNK"
"M2"	"CDH1"	"PLEKHM2"
"M2"	"CDH1"	"E2F2"
"M2"	"CDH1"	"LCA5"
"M2"	"CDH1"	"ARNTL2"
"M2"	"CDH1"	"DUSP19"
"M2"	"CDH1"	"GIT2"
"M2"	"CDH1"	"KRT222"
"M2"	"CDH1"	"CRCP"
"M2"	"CDH1"	"CBX2"
"M2"	"CDH1"	"NRCAM"
"M2"	"CDH1"	"FAM96B"
"M2"	"CDH1"	"JUND"
"M2"	"CDH1"	"RNFT1"
"M2"	"CDH1"	"CHST13"
"M2"	"CDH1"	"ERP44"
"M2"	"CDH1"	"ALOX15B"
"M2"	"CDH1"	"TNNC1"
"M2"	"CDH1"	"NRXN3"
"M2"	"CDH1"	"HIST1H4J"
"M2"	"CDH1"	"ELMO2"
"M2"	"CDH1"	"METTL4"
"M2"	"CDH1"	"CHORDC1"
"M2"	"CDH1"	"PARPBP"
"M2"	"DACT2"	"SENP7"
"M2"	"DACT2"	"FUBP1"
"M2"	"DACT2"	"FABP1"
"M2"	"DACT2"	"ADRB2"
"M2"	"DACT2"	"NCOA3"
"M2"	"DACT2"	"PANK4"
"M2"	"DACT2"	"UBE2B"
"M2"	"DACT2"	"GAPVD1"
"M2"	"DACT2"	"SLC37A4"
"M2"	"DACT2"	"CASQ2"
"M2"	"DACT2"	"RBM26"
"M2"	"DACT2"	"AQR"
"M2"	"DACT2"	"PSAT1"
"M2"	"DACT2"	"IL36RN"
"M2"	"DACT2"	"PRKRA"
"M2"	"DACT2"	"TAF2"
"M2"	"JUP"	"PDZRN4"
"M2"	"JUP"	"SNAP91"
"M2"	"JUP"	"STC2"
"M2"	"JUP"	"COL20A1"
"M2"	"WDR82"	"SLITRK4"
"M2"	"SNW1"	"RIMS4"
"M2"	"SNW1"	"OLIG2"
"M2"	"UBE2J2"	"SLITRK4"
"M2"	"SLAIN2"	"NXPH1"
"M2"	"MED30"	"TMEM132C"
"M2"	"MED30"	"THBS4"
"M2"	"CLCF1"	"BCAN"
"M2"	"CLCF1"	"KCNIP1"
"M2"	"CDK19"	"GPC3"
"M2"	"PHACTR4"	"AQP5"
"M2"	"PHACTR4"	"NETO1"
"M2"	"RUSC1"	"SOX3"
"M2"	"PCNT"	"GRIA4"
"M2"	"PCNT"	"HAS2"
"M2"	"PCNT"	"ARHGEF35"
"M2"	"PCNT"	"CA10"
"M2"	"PCNT"	"UGT8"
"M2"	"KCNQ2"	"SGCG"
"M2"	"KCNQ2"	"LARP1"
"M2"	"KCNQ2"	"COPS7B"
"M2"	"KCNQ2"	"SGCE"
"M2"	"KCNQ2"	"TCEA3"
"M2"	"KCNQ2"	"C8orf34"
"M2"	"KCNQ2"	"CRYGD"
"M2"	"KCNQ2"	"MAATS1"
"M2"	"KCNQ2"	"BCAS3"
"M2"	"KCNQ2"	"SLC22A11"
"M2"	"KCNQ2"	"TTBK1"
"M2"	"KCNQ2"	"TMEM106A"
"M2"	"KCNQ2"	"PNKP"
"M2"	"KCNQ2"	"MOB4"
"M2"	"KCNQ2"	"MTPAP"
"M2"	"KCNQ2"	"CYP2W1"
"M2"	"KCNQ2"	"TPD52L1"
"M2"	"KCNQ2"	"NUFIP2"
"M2"	"KCNQ2"	"SMARCD2"
"M2"	"KCNQ2"	"POC5"
"M2"	"KCNQ2"	"REXO4"
"M2"	"KCNQ2"	"ATAD1"
"M2"	"KCNQ2"	"ALDOA"
"M2"	"KCNQ2"	"ZNF300"
"M2"	"KCNQ2"	"P2RX1"
"M2"	"KCNQ2"	"CAPSL"
"M2"	"KCNQ2"	"MISP"
"M2"	"KCNQ2"	"PRADC1"
"M2"	"KCNQ2"	"GALNT2"
"M2"	"KCNQ2"	"ERMP1"
"M2"	"KCNQ2"	"ZNF705G"
"M2"	"KCNQ2"	"INCENP"
"M2"	"KCNQ2"	"DHX40"
"M2"	"KCNQ2"	"GPRC5C"
"M2"	"KCNQ2"	"IDS"
"M2"	"POLDIP2"	"HAS2"
"M2"	"UGGT1"	"GLP1R"
"M2"	"UGGT1"	"GRIP1"
"M2"	"UGGT1"	"LRRN2"
"M2"	"UGGT1"	"CSMD3"
"M2"	"GDNF"	"POLR1D"
"M2"	"GDNF"	"SLC3A2"
"M2"	"GDNF"	"KRT8"
"M2"	"GDNF"	"PCGF6"
"M2"	"GDNF"	"RSL1D1"
"M2"	"GDNF"	"ZADH2"
"M2"	"GDNF"	"ZNRF3"
"M2"	"GDNF"	"TIPIN"
"M2"	"GDNF"	"AHRR"
"M2"	"GDNF"	"MSRB1"
"M2"	"GDNF"	"CBLL1"
"M2"	"GDNF"	"SPDEF"
"M2"	"GDNF"	"PTP4A1"
"M2"	"GDNF"	"SRP68"
"M2"	"GDNF"	"CRYAA"
"M2"	"GDNF"	"DLG2"
"M2"	"GDNF"	"AJUBA"
"M2"	"GDNF"	"PTS"
"M2"	"GDNF"	"IRX4"
"M2"	"GDNF"	"LPP"
"M2"	"GDNF"	"PNPLA2"
"M2"	"GDNF"	"PER1"
"M2"	"GDNF"	"CES1"
"M2"	"GDNF"	"JUN"
"M2"	"GDNF"	"USP29"
"M2"	"GDNF"	"AURKC"
"M2"	"GDNF"	"CYFIP1"
"M2"	"GDNF"	"DEDD2"
"M2"	"GDNF"	"ZNF274"
"M2"	"GDNF"	"SKA3"
"M2"	"GDNF"	"EFHC1"
"M2"	"GDNF"	"MBIP"
"M2"	"GDNF"	"APOC3"
"M2"	"GDNF"	"ZNF516"
"M2"	"GDNF"	"NR2C2"
"M2"	"GDNF"	"ATRN"
"M2"	"GDNF"	"IPO4"
"M2"	"GDNF"	"TTBK1"
"M2"	"GDNF"	"CUL2"
"M2"	"GDNF"	"TRIM47"
"M2"	"GDNF"	"CLK3"
"M2"	"GDNF"	"LRIG1"
"M2"	"GDNF"	"ZNF335"
"M2"	"GDNF"	"SPTBN1"
"M2"	"GDNF"	"POLR3K"
"M2"	"GDNF"	"ANGPTL1"
"M2"	"GDNF"	"IER3IP1"
"M2"	"GDNF"	"PCDHA11"
"M2"	"GDNF"	"CD82"
"M2"	"GDNF"	"RBM17"
"M2"	"GDNF"	"ZRANB3"
"M2"	"GDNF"	"VMAC"
"M2"	"GDNF"	"ARHGDIB"
"M2"	"GDNF"	"TLR5"
"M2"	"GDNF"	"CYP11B2"
"M2"	"GDNF"	"TDRKH"
"M2"	"GDNF"	"METTL20"
"M2"	"GDNF"	"SERPINB10"
"M2"	"GDNF"	"NSDHL"
"M2"	"GDNF"	"SSTR3"
"M2"	"GDNF"	"ZNF827"
"M2"	"GDNF"	"C9orf117"
"M2"	"GDNF"	"LRCH2"
"M2"	"GDNF"	"NIT1"
"M2"	"GDNF"	"DIRAS3"
"M2"	"GDNF"	"RIC3"
"M2"	"GDNF"	"PHF17"
"M2"	"GDNF"	"GPRC5B"
"M2"	"GDNF"	"SLC9A1"
"M2"	"GDNF"	"OST4"
"M2"	"GDNF"	"ERBB2IP"
"M2"	"GDNF"	"CD40"
"M2"	"GDNF"	"RARB"
"M2"	"GDNF"	"GOLGA3"
"M2"	"GDNF"	"RASL11B"
"M2"	"GDNF"	"CDK10"
"M2"	"GDNF"	"CES3"
"M2"	"GDNF"	"SCIMP"
"M2"	"GDNF"	"CAMSAP3"
"M2"	"GDNF"	"COPS2"
"M2"	"GDNF"	"FMO3"
"M2"	"GDNF"	"THBS2"
"M2"	"GDNF"	"PLD4"
"M2"	"GDNF"	"PASD1"
"M2"	"GDNF"	"DHFR"
"M2"	"GDNF"	"AKNA"
"M2"	"GDNF"	"PNMA2"
"M2"	"GDNF"	"CCPG1"
"M2"	"GDNF"	"PARP16"
"M2"	"GDNF"	"AKIP1"
"M2"	"GDNF"	"NBAS"
"M2"	"GDNF"	"HPCA"
"M2"	"GDNF"	"VWDE"
"M2"	"GDNF"	"ASIC1"
"M2"	"GDNF"	"MTBP"
"M2"	"GDNF"	"DPCR1"
"M2"	"GDNF"	"ANAPC10"
"M2"	"GDNF"	"ANKAR"
"M2"	"GDNF"	"STOX2"
"M2"	"GDNF"	"CMKLR1"
"M2"	"GDNF"	"CSTF2"
"M2"	"GDNF"	"PAN2"
"M2"	"GDNF"	"MICAL3"
"M2"	"GDNF"	"CLK2"
